current_path,proposed_release_path,workflow,status,tracked_in_initial_repository,file_size_bytes,generating_script,manuscript_use,zenodo_recommendation,recommendation_reason,dependencies,hard_coded_path_risk
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p4/annual_load_op_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_op_bayes_vs_ml_faceted.jpg,comparison,superseded,True,250045,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p4/annual_load_se_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_se_bayes_vs_ml_faceted.jpg,comparison,superseded,True,216309,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p4/annual_load_tds_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tds_bayes_vs_ml_faceted.jpg,comparison,superseded,True,248411,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p4/annual_load_tkn_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tkn_bayes_vs_ml_faceted.jpg,comparison,superseded,True,247804,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p4/annual_load_tn_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tn_bayes_vs_ml_faceted.jpg,comparison,superseded,True,225170,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p4/annual_load_tp_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tp_bayes_vs_ml_faceted.jpg,comparison,superseded,True,222113,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p4/annual_load_tsp_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tsp_bayes_vs_ml_faceted.jpg,comparison,superseded,True,208992,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p4/annual_load_tss_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tss_bayes_vs_ml_faceted.jpg,comparison,superseded,True,234469,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_icp_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_icp_bayes_vs_ml_faceted.jpg,comparison,superseded,True,210153,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_nh4_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_nh4_bayes_vs_ml_faceted.jpg,comparison,superseded,True,207589,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_no2_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_no2_bayes_vs_ml_faceted.jpg,comparison,superseded,True,223379,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_no3_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_no3_bayes_vs_ml_faceted.jpg,comparison,superseded,True,282799,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_nox_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_nox_bayes_vs_ml_faceted.jpg,comparison,superseded,True,195441,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_npoc_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_npoc_bayes_vs_ml_faceted.jpg,comparison,superseded,True,197168,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_op_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_op_bayes_vs_ml_faceted.jpg,comparison,superseded,True,234193,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_se_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_se_bayes_vs_ml_faceted.jpg,comparison,superseded,True,216235,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_tds_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tds_bayes_vs_ml_faceted.jpg,comparison,superseded,True,248579,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_tkn_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tkn_bayes_vs_ml_faceted.jpg,comparison,superseded,True,249822,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_tn_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tn_bayes_vs_ml_faceted.jpg,comparison,superseded,True,225398,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_tp_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tp_bayes_vs_ml_faceted.jpg,comparison,superseded,True,224073,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_tsp_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tsp_bayes_vs_ml_faceted.jpg,comparison,superseded,True,208992,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/annual_load_tss_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tss_bayes_vs_ml_faceted.jpg,comparison,superseded,True,234384,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/gof_coverage_vs_width.jpg,figures/legacy/gof_coverage_vs_width.jpg,comparison,superseded,True,119705,code/annual_load_bayes_vs_ml.py,ML calibration/performance support,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/gof_crps_norm_mean_by_analyte.jpg,figures/legacy/gof_crps_norm_mean_by_analyte.jpg,comparison,superseded,True,109352,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p7p5/gof_nrmse_mean_by_analyte.jpg,figures/legacy/gof_nrmse_mean_by_analyte.jpg,comparison,superseded,True,114782,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_icp_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_icp_bayes_vs_ml_faceted.jpg,comparison,superseded,True,210153,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_nh4_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_nh4_bayes_vs_ml_faceted.jpg,comparison,superseded,True,211428,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_no2_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_no2_bayes_vs_ml_faceted.jpg,comparison,superseded,True,225772,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_no3_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_no3_bayes_vs_ml_faceted.jpg,comparison,superseded,True,281658,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_nox_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_nox_bayes_vs_ml_faceted.jpg,comparison,superseded,True,195441,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_npoc_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_npoc_bayes_vs_ml_faceted.jpg,comparison,superseded,True,197168,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_op_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_op_bayes_vs_ml_faceted.jpg,comparison,superseded,True,244396,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_se_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_se_bayes_vs_ml_faceted.jpg,comparison,superseded,True,216337,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_tds_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tds_bayes_vs_ml_faceted.jpg,comparison,superseded,True,248069,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_tkn_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tkn_bayes_vs_ml_faceted.jpg,comparison,superseded,True,246730,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_tn_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tn_bayes_vs_ml_faceted.jpg,comparison,superseded,True,225311,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_tp_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tp_bayes_vs_ml_faceted.jpg,comparison,superseded,True,226239,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_tsp_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tsp_bayes_vs_ml_faceted.jpg,comparison,superseded,True,208992,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/annual_load_tss_bayes_vs_ml_faceted.jpg,figures/legacy/annual_load_tss_bayes_vs_ml_faceted.jpg,comparison,superseded,True,234194,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/gof_coverage_vs_width.jpg,figures/legacy/gof_coverage_vs_width.jpg,comparison,superseded,True,120646,code/annual_load_bayes_vs_ml.py,ML calibration/performance support,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/gof_crps_norm_mean_by_analyte.jpg,figures/legacy/gof_crps_norm_mean_by_analyte.jpg,comparison,superseded,True,109626,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v1p8/gof_nrmse_mean_by_analyte.jpg,figures/legacy/gof_nrmse_mean_by_analyte.jpg,comparison,superseded,True,115325,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_icp_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_icp_bayes_vs_ml_faceted.jpg,comparison,final,True,207783,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_nh4_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_nh4_bayes_vs_ml_faceted.jpg,comparison,final,True,229413,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_no2_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_no2_bayes_vs_ml_faceted.jpg,comparison,final,True,232040,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_no3_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_no3_bayes_vs_ml_faceted.jpg,comparison,final,True,284289,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_nox_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_nox_bayes_vs_ml_faceted.jpg,comparison,final,True,205108,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_npoc_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_npoc_bayes_vs_ml_faceted.jpg,comparison,final,True,211971,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_op_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_op_bayes_vs_ml_faceted.jpg,comparison,final,True,246883,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_se_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_se_bayes_vs_ml_faceted.jpg,comparison,final,True,220623,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_tds_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_tds_bayes_vs_ml_faceted.jpg,comparison,final,True,243157,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_tkn_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_tkn_bayes_vs_ml_faceted.jpg,comparison,final,True,252581,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_tn_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_tn_bayes_vs_ml_faceted.jpg,comparison,final,True,235057,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_tp_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_tp_bayes_vs_ml_faceted.jpg,comparison,final,True,209301,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_tsp_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_tsp_bayes_vs_ml_faceted.jpg,comparison,final,True,206831,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_load_tss_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_load_tss_bayes_vs_ml_faceted.jpg,comparison,final,True,234112,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/annual_volume_bayes_vs_ml_faceted.jpg,figures/comparison/v2p1/annual/annual_volume_bayes_vs_ml_faceted.jpg,comparison,final,True,234987,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/gof_coverage_vs_width.jpg,figures/comparison/v2p1/annual/gof_coverage_vs_width.jpg,comparison,final,True,116957,code/annual_load_bayes_vs_ml.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/gof_crps_norm_mean_by_analyte.jpg,figures/comparison/v2p1/annual/gof_crps_norm_mean_by_analyte.jpg,comparison,final,True,110397,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/annual_bayes_vs_ml_faceted_jpg_v2p1/gof_nrmse_mean_by_analyte.jpg,figures/comparison/v2p1/annual/gof_nrmse_mean_by_analyte.jpg,comparison,final,True,124874,code/annual_load_bayes_vs_ml.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/bayes_vs_ml_postprocessing_v2p1/concentration_rmse_original_units.png,figures/comparison/v2p1/concentration_rmse_original_units.png,comparison,final,False,232603,code/bayes_ml_postprocessing_v2p1.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/bayes_vs_ml_postprocessing_v2p1/feature_importance_concentration.png,figures/comparison/v2p1/feature_importance_concentration.png,comparison,diagnostic,False,145618,code/bayes_ml_postprocessing_v2p1.py,Descriptive ML interpretation,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/bayes_vs_ml_postprocessing_v2p1/feature_importance_volume.png,figures/comparison/v2p1/feature_importance_volume.png,comparison,diagnostic,False,168123,code/bayes_ml_postprocessing_v2p1.py,Descriptive ML interpretation,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/bayes_vs_ml_postprocessing_v2p1/loyo_interval_coverage_by_year.png,figures/comparison/v2p1/loyo_interval_coverage_by_year.png,comparison,final,False,184954,code/bayes_ml_postprocessing_v2p1.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/bayes_vs_ml_postprocessing_v2p1/nrmse_mean_comparison.png,figures/comparison/v2p1/nrmse_mean_comparison.png,comparison,final,False,73250,code/bayes_ml_postprocessing_v2p1.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/bayes_vs_ml_postprocessing_v2p1/study_period_cumulative_loads.png,figures/comparison/v2p1/study_period_cumulative_loads.png,comparison,final,False,299215,code/bayes_ml_postprocessing_v2p1.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
figs/bayes_vs_ml_postprocessing_v2p1/treatment_differences_vs_ct.png,figures/comparison/v2p1/treatment_differences_vs_ct.png,comparison,final,False,309142,code/bayes_ml_postprocessing_v2p1.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/bayes_vs_ml_metrics/metrics_by_analyte_overall.csv,results/legacy/metrics_by_analyte_overall.csv,comparison,active,True,4343,code/annual_load_bayes_vs_ml.py,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Saved Bayes/ML artifacts; code/bayes_ml_postprocessing_v2p1.py,low: data/result path is consumed by scripts or manifests
out/bayes_vs_ml_metrics/metrics_by_analyte_treatment.csv,results/legacy/metrics_by_analyte_treatment.csv,comparison,active,True,13520,code/annual_load_bayes_vs_ml.py,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Saved Bayes/ML artifacts; code/bayes_ml_postprocessing_v2p1.py,low: data/result path is consumed by scripts or manifests
out/bayes_vs_ml_metrics/metrics_overall.csv,results/legacy/metrics_overall.csv,comparison,active,True,467,code/annual_load_bayes_vs_ml.py,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Saved Bayes/ML artifacts; code/bayes_ml_postprocessing_v2p1.py,low: data/result path is consumed by scripts or manifests
out/bayes_vs_ml_metrics_codex_volume_check/metrics_by_analyte_overall.csv,results/legacy/metrics_by_analyte_overall.csv,comparison,superseded,False,3623,code/annual_load_bayes_vs_ml.py,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,Saved Bayes/ML artifacts; code/bayes_ml_postprocessing_v2p1.py,low: data/result path is consumed by scripts or manifests
out/bayes_vs_ml_metrics_codex_volume_check/metrics_by_analyte_treatment.csv,results/legacy/metrics_by_analyte_treatment.csv,comparison,superseded,False,11495,code/annual_load_bayes_vs_ml.py,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,Saved Bayes/ML artifacts; code/bayes_ml_postprocessing_v2p1.py,low: data/result path is consumed by scripts or manifests
out/bayes_vs_ml_metrics_codex_volume_check/metrics_overall.csv,results/legacy/metrics_overall.csv,comparison,superseded,False,441,code/annual_load_bayes_vs_ml.py,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,Saved Bayes/ML artifacts; code/bayes_ml_postprocessing_v2p1.py,low: data/result path is consumed by scripts or manifests
